ACCESSION_NUMBER,Business Plan,NAMEOFISSUER,CIK,FILE_NUMBER,amount,SUBMISSION_TYPE_x,FILING_DATE_x
0001773255-19-000001,https://www.sec.gov/Archives/edgar/data/1773255/000177325519000001/innamedformcedgar.pdf,"InnaMed, Inc.",1773255,020-25344,"1,070,000.00",C,20190430
0001773255-20-000001,https://www.sec.gov/Archives/edgar/data/1773255/000177325520000001/innamedincformcar.pdf,"InnaMed, Inc.",1773255,020-25344,"1,070,000.00",C-AR,20200423
0001773260-19-000003,https://www.sec.gov/Archives/edgar/data/1773260/000177326019000003/doc4.pdf,Rockridge International Corporation,1773260,020-25315,"55,000",C,20190416
0001773260-20-000001,https://www.sec.gov/Archives/edgar/data/1773260/000177326020000001/hughoconnorsar.pdf,Rockridge International Corp,1773260,020-25315,"55,000",C-AR,20200501
0001773322-19-000001,https://www.sec.gov/Archives/edgar/data/1773322/000177332219000001/formcmompops.pdf,"Mompops, Inc.",1773322,020-25295,"24,450",C,20190410
0001773435-19-000001,https://www.sec.gov/Archives/edgar/data/1773435/000177343519000001/doc3.pdf,Boardwalk Ambriza L.P.,1773435,020-25396,"300,000",C,20190523
0001774041-19-000003,https://www.sec.gov/Archives/edgar/data/1774041/000177404119000003/jumpstartformc.pdf,"JUMPSTART INSURANCE SOLUTIONS, INC.",1774041,020-25430,"919,023",C,20190612
0001774041-19-000004,https://www.sec.gov/Archives/edgar/data/1774041/000177404119000004/jumpstartformca.pdf,"JUMPSTART INSURANCE SOLUTIONS, INC.",1774041,020-25430,"919,023",C/A,20190927
0001774041-19-000005,https://www.sec.gov/Archives/edgar/data/1774041/000177404119000005/jumpstartformca11519.pdf,"JUMPSTART INSURANCE SOLUTIONS, INC.",1774041,020-25430,"919,023",C/A,20191105
0001774041-20-000001,https://www.sec.gov/Archives/edgar/data/1774041/000177404120000001/FormCARJumpstartRecovery.pdf,"JUMPSTART INSURANCE SOLUTIONS, INC.",1774041,020-25430,"919,023",C-AR,20200430
0001752130-19-000004,https://www.sec.gov/Archives/edgar/data/1774046/000175213019000004/formcbookmain.pdf,"Book & Main, Inc.",1774046,020-25345,"117,858",C,20190501
0001774046-20-000003,https://www.sec.gov/Archives/edgar/data/1774046/000177404620000003/bookandmain.pdf,"Book & Main, Inc.",1774046,020-25345,"117,858",C-AR,20200728
0001774075-19-000001,https://www.sec.gov/Archives/edgar/data/1774075/000177407519000001/formcfinalsimpleshowing.pdf,"SIMPLESHOWING,INC.",1774075,020-25397,"1,070,000",C,20190524
0001774075-19-000003,https://www.sec.gov/Archives/edgar/data/1774075/000177407519000003/finalformcsimpleshowing.pdf,"SIMPLESHOWING,INC.",1774075,020-25397,"1,070,000",C/A,20190524
0001774075-19-000004,https://www.sec.gov/Archives/edgar/data/1774075/000177407519000004/simpleshowingfinalcafiled.pdf,"SIMPLESHOWING,INC.",1774075,020-25397,"1,070,000",C/A,20190528
0001774075-19-000006,https://www.sec.gov/Archives/edgar/data/1774075/000177407519000006/revisedfinalformcass.pdf,"SIMPLESHOWING HOLDINGS, INC.",1774075,020-25397,"1,070,000",C/A,20190531
0001774075-19-000007,https://www.sec.gov/Archives/edgar/data/1774075/000177407519000007/formcaseptembersimpleshowing.pdf,"SIMPLESHOWING HOLDINGS, INC.",1774075,020-25397,"1,070,000",C/A,20190906
0001774075-20-000001,https://www.sec.gov/Archives/edgar/data/1774075/000177407520000001/formcarsimpleshowing.pdf,"SIMPLESHOWING HOLDINGS, INC.",1774075,020-25397,"1,070,000",C-AR,20200415
0001774152-19-000002,https://www.sec.gov/Archives/edgar/data/1774152/000177415219000002/formcandexhibits.pdf,"TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.",1774152,020-25554,"231,717",C,20190809
0001774152-19-000005,https://www.sec.gov/Archives/edgar/data/1774152/000177415219000005/formcaandexhibits3.pdf,"TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.",1774152,020-25554,"231,717",C/A,20191205
0001774152-19-000006,https://www.sec.gov/Archives/edgar/data/1774152/000177415219000006/formcawithexhibits.pdf,"TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.",1774152,020-25554,"231,717",C/A,20191219
0001774152-20-000002,https://www.sec.gov/Archives/edgar/data/1774152/000177415220000002/annualreport.pdf,"TWENTY-SECOND CENTURY DORA TECHNOLOGY HOLDINGS, INC.",1774152,020-25554,"231,717",C-AR,20200616
0001774156-19-000005,https://www.sec.gov/Archives/edgar/data/1774156/000177415619000005/formc.pdf,"GiveXist, Inc.",1774156,020-25378,"68,691",C,20190516
0001774156-19-000007,https://www.sec.gov/Archives/edgar/data/1774156/000177415619000007/formc.pdf,"GiveXist, Inc.",1774156,020-25378,"68,691",C/A,20190628
0001774156-19-000008,https://www.sec.gov/Archives/edgar/data/1774156/000177415619000008/formc.pdf,"GiveXist, Inc.",1774156,020-25378,"68,691",C/A,20190716
0001774156-19-000009,https://www.sec.gov/Archives/edgar/data/1774156/000177415619000009/formc.pdf,"GiveXist, Inc.",1774156,020-25378,"68,691",C/A,20190731
0001774156-19-000010,https://www.sec.gov/Archives/edgar/data/1774156/000177415619000010/formc.pdf,"GiveXist, Inc.",1774156,020-25378,"68,691",C/A,20190731
0001774156-20-000001,https://www.sec.gov/Archives/edgar/data/1774156/000177415620000001/formc-ar.pdf,"GiveXist, Inc.",1774156,020-25378,"68,691",C-AR,20200501
0001774242-19-000002,https://www.sec.gov/Archives/edgar/data/1774242/000177424219000002/doc11.pdf,Railway Heights LP,1774242,020-25350,"708,400",C,20190503
0001774242-19-000004,https://www.sec.gov/Archives/edgar/data/1774242/000177424219000004/doc3.pdf,Railway Heights LP,1774242,020-25350,"708,400",C/A,20190730
0001775186-19-000002,https://www.sec.gov/Archives/edgar/data/1775186/000177518619000002/doc03.pdf,Sama Sama LLC,1775186,020-25366,"250,000",C,20190510
0001775186-20-000001,https://www.sec.gov/Archives/edgar/data/1775186/000177518620000001/arsama.pdf,Sama Sama LLC,1775186,020-25366,"250,000",C-AR,20200623
0001665160-19-000656,https://www.sec.gov/Archives/edgar/data/1775588/000166516019000656/offeringmemoformc.pdf,South Plains Petroleum Inc,1775588,020-25392,"26,508.80",C,20190521
0001665160-19-000843,https://www.sec.gov/Archives/edgar/data/1775588/000166516019000843/offeringmemoformc.pdf,South Plains Petroleum Inc,1775588,020-25392,"26,508.80",C/A,20190809
0001665160-19-000854,https://www.sec.gov/Archives/edgar/data/1775588/000166516019000854/offeringmemoformc.pdf,South Plains Petroleum Inc,1775588,020-25392,"26,508.80",C/A,20190815
0001776217-19-000001,https://www.sec.gov/Archives/edgar/data/1776217/000177621719000001/edgardirect.pdf,"DirecTech Labs, Inc.",1776217,020-25527,"263,074",C,20190729
0001776217-19-000002,https://www.sec.gov/Archives/edgar/data/1776217/000177621719000002/formcadirectech.pdf,"DirecTech Labs, Inc.",1776217,020-25527,"263,074",C/A,20190802
0001644600-20-000008,https://www.sec.gov/Archives/edgar/data/1776217/000164460020000008/FormCARDirectechV2.pdf,"DirecTech Labs, Inc.",1776217,020-25527,"263,074",C-AR,20200528
0001670254-19-000344,https://www.sec.gov/Archives/edgar/data/1776303/000167025419000344/document_7.pdf,"App App, Inc.",1776303,020-25368,"256,133.00",C,20190513
0001670254-19-000397,https://www.sec.gov/Archives/edgar/data/1776308/000167025419000397/document_6.pdf,"LIFOGRAPH, INC.",1776308,020-25446,"215,023.00",C,20190624
0001670254-20-000329,https://www.sec.gov/Archives/edgar/data/1776308/000167025420000329/document_6.pdf,"LIFOGRAPH, INC.",1776308,020-25446,"215,023.00",C-AR,20200429
0001670254-20-000119,https://www.sec.gov/Archives/edgar/data/1776458/000167025420000119/document_8.pdf,Kazoo LLC,1776458,020-26123,"160,814",C,20200218
0001670254-20-000403,https://www.sec.gov/Archives/edgar/data/1776458/000167025420000403/document_8.pdf,Kazoo LLC,1776458,020-26123,"160,814",C/A,20200529
0001776715-19-000001,https://www.sec.gov/Archives/edgar/data/1776715/000177671519000001/formc.pdf,"Flower Street Docs, LLC",1776715,020-25374,"394,251",C,20190515
0001776715-19-000002,https://www.sec.gov/Archives/edgar/data/1776715/000177671519000002/formc.pdf,"Flower Street Docs, LLC",1776715,020-25374,"394,251",C/A,20190528
0001776715-19-000003,https://www.sec.gov/Archives/edgar/data/1776715/000177671519000003/formc.pdf,"Flower Street Docs, LLC",1776715,020-25374,"394,251",C/A,20190620
0001776715-19-000004,https://www.sec.gov/Archives/edgar/data/1776715/000177671519000004/formc.pdf,"Flower Street Docs, LLC",1776715,020-25374,"394,251",C/A,20190715
0001776774-19-000002,https://www.sec.gov/Archives/edgar/data/1776774/000177677419000002/doc101.pdf,RUNBMP LLC,1776774,020-25422,"206,400",C,20190607
0001776774-20-000001,https://www.sec.gov/Archives/edgar/data/1776774/000177677420000001/runbmpar.pdf,RUNBMP LLC,1776774,020-25422,"206,400",C-AR,20200513
0001776945-19-000001,https://www.sec.gov/Archives/edgar/data/1776945/000177694519000001/doc405.pdf,"Family Meal Group, LLC",1776945,020-25505,"200,000",C,20190718
0001665160-19-000943,https://www.sec.gov/Archives/edgar/data/1777011/000166516019000943/offeringmemoformc.pdf,Phillips Entertainment Group Inc.,1777011,020-25651,"1,064,896.5",C,20190919
0001665160-19-000947,https://www.sec.gov/Archives/edgar/data/1777011/000166516019000947/offeringmemoformc.pdf,Phillips Entertainment Group Inc.,1777011,020-25651,"1,064,896.5",C/A,20190919
0001665160-19-001243,https://www.sec.gov/Archives/edgar/data/1777011/000166516019001243/offeringmemoformc.pdf,Phillips Entertainment Group Inc.,1777011,020-25651,"1,064,896.5",C/A,20191220
0001665160-19-000724,https://www.sec.gov/Archives/edgar/data/1777014/000166516019000724/offeringmemoformc.pdf,Dine Inc.,1777014,020-25450,"15,768.06",C,20190624
0001777060-19-000007,https://www.sec.gov/Archives/edgar/data/1777060/000177706019000007/Ex.G.VFM_FinancialStatements.pdf,Viral Films Media LLC,1777060,020-25471,"966,400",C,20190702
0001777060-20-000001,https://www.sec.gov/Archives/edgar/data/1777060/000177706020000001/vfm_annual_report.pdf,Viral Films Media LLC,1777060,020-25471,"966,400",C-AR,20200420
0001777204-19-000001,https://www.sec.gov/Archives/edgar/data/1777204/000177720419000001/helloavaformc.pdf,"HelloAva, Inc.",1777204,020-25609,"197,158",C,20190904
0001777204-19-000007,https://www.sec.gov/Archives/edgar/data/1777204/000177720419000007/helloavaformca.pdf,"HelloAva, Inc.",1777204,020-25609,"197,158",C/A,20191101
0001777204-20-000002,https://www.sec.gov/Archives/edgar/data/1777204/000177720420000002/formc-ar.pdf,HelloAva,1777204,020-25609,"197,158",C-AR,20200420
0001777274-20-000001,https://www.sec.gov/Archives/edgar/data/1777274/000177727420000001/formc.pdf,"Oracle Health, Inc.",1777274,020-25998,"282,000",C,20200103
0001777274-20-000003,https://www.sec.gov/Archives/edgar/data/1777274/000177727420000003/formc.pdf,"Oracle Health, Inc.",1777274,020-25998,"282,000",C/A,20200130
0001777274-20-000004,https://www.sec.gov/Archives/edgar/data/1777274/000177727420000004/formc.pdf,"Oracle Health, Inc.",1777274,020-25998,"282,000",C/A,20200227
0001777350-19-000001,https://www.sec.gov/Archives/edgar/data/1777350/000177735019000001/lobstah_page.pdf,FOOD FOR THOUGHT LLC,1777350,020-25403,"30,700",C,20190530
0001777476-20-000001,https://www.sec.gov/Archives/edgar/data/1777476/000177747620000001/formcsbsmightyquinn.pdf,Mighty Quinn's Holdings LLC,1777476,020-26126,"501,675.67",C,20200218
0001777476-20-000002,https://www.sec.gov/Archives/edgar/data/1777476/000177747620000002/formcamightyquinns.pdf,Mighty Quinn's Holdings LLC,1777476,020-26126,"501,675.67",C/A,20200221
0001777476-20-000005,https://www.sec.gov/Archives/edgar/data/1777476/000177747620000005/formcarmq.pdf,Mighty Quinn's Holdings LLC,1777476,020-26126,"501,675.67",C-AR,20200612
0001665160-19-000756,https://www.sec.gov/Archives/edgar/data/1777867/000166516019000756/offeringmemoformc.pdf,BREAKING NORMAL INC.,1777867,020-25475,"42,166",C,20190703
0001665160-19-000957,https://www.sec.gov/Archives/edgar/data/1777867/000166516019000957/offeringmemoformc.pdf,"BREAKING NORMAL, INC.",1777867,020-25475,"42,166",C/A,20190924
0001777935-19-000001,https://www.sec.gov/Archives/edgar/data/1777935/000177793519000001/doc4.pdf,TBK Food Truck Inc.,1777935,020-25615,"425,000",C,20190905
0001669191-19-000208,https://www.sec.gov/Archives/edgar/data/1778104/000166919119000208/otherfinancial.pdf,FANview Sports Inc.,1778104,020-25463,"16,766",C,20190628
0001669191-19-000309,https://www.sec.gov/Archives/edgar/data/1778104/000166919119000309/otherfinancial.pdf,FANview Sports Inc.,1778104,020-25463,"16,766",C/A,20190829
0001669191-19-000311,https://www.sec.gov/Archives/edgar/data/1778104/000166919119000311/otherfinancial.pdf,FANview Sports Inc.,1778104,020-25463,"16,766",C/A,20190903
0001669191-19-000313,https://www.sec.gov/Archives/edgar/data/1778104/000166919119000313/otherfinancial.pdf,FANview Sports Inc.,1778104,020-25463,"16,766",C/A,20190904
0001669191-19-000191,https://www.sec.gov/Archives/edgar/data/1778256/000166919119000191/otherfinancial.pdf,Asprodental Inc.,1778256,020-25419,"27,112",C,20190606
0001669191-19-000315,https://www.sec.gov/Archives/edgar/data/1778256/000166919119000315/otherfinancial.pdf,Asprodental Inc.,1778256,020-25419,"27,112",C/A,20190904
0001669191-19-000367,https://www.sec.gov/Archives/edgar/data/1778256/000166919119000367/otherfinancial.pdf,Asprodental Inc.,1778256,020-25419,"27,112",C/A,20191015
0001669191-19-000369,https://www.sec.gov/Archives/edgar/data/1778256/000166919119000369/otherfinancial.pdf,Asprodental Inc.,1778256,020-25419,"27,112",C/A,20191015
0001669191-19-000386,https://www.sec.gov/Archives/edgar/data/1778256/000166919119000386/otherfinancial.pdf,Asprodental Inc.,1778256,020-25419,"27,112",C/A,20191030
0001669191-19-000388,https://www.sec.gov/Archives/edgar/data/1778256/000166919119000388/otherfinancial.pdf,Asprodental Inc.,1778256,020-25419,"27,112",C/A,20191106
0001665160-19-000682,https://www.sec.gov/Archives/edgar/data/1778258/000166516019000682/offeringmemoformc.pdf,"Bot Image, Inc.",1778258,020-25415,"61,598.25",C,20190605
0001665160-20-000448,https://www.sec.gov/Archives/edgar/data/1778258/000166516020000448/form_car.pdf,"Bot Image, Inc.",1778258,020-25415,"61,598.25",C-AR,20200428
0001778262-19-000001,https://www.sec.gov/Archives/edgar/data/1778262/000177826219000001/czformc.pdf,"Cityzenith Holdings, Inc.",1778262,020-25428,"1,070,000",C,20190612
0001778262-19-000002,https://www.sec.gov/Archives/edgar/data/1778262/000177826219000002/cityzenithformca.pdf,"Cityzenith Holdings, Inc.",1778262,020-25428,"1,070,000",C/A,20190805
0001778262-19-000003,https://www.sec.gov/Archives/edgar/data/1778262/000177826219000003/cityzenithformca.pdf,"Cityzenith Holdings, Inc.",1778262,020-25428,"1,070,000",C/A,20190805
0001778262-19-000004,https://www.sec.gov/Archives/edgar/data/1778262/000177826219000004/citiyzenithformca82219.pdf,"Cityzenith Holdings, Inc.",1778262,020-25428,"1,070,000",C/A,20190823
0001778262-19-000005,https://www.sec.gov/Archives/edgar/data/1778262/000177826219000005/citiyzenithformca102219.pdf,"Cityzenith Holdings, Inc.",1778262,020-25428,"1,070,000",C/A,20191022
0001778755-19-000001,https://www.sec.gov/Archives/edgar/data/1778755/000177875519000001/foldimateformc.pdf,"FoldiMate, Inc.",1778755,020-25459,"347,050",C,20190627
0001778755-20-000001,https://www.sec.gov/Archives/edgar/data/1778755/000177875520000001/foldimatecar.pdf,"FoldiMate, Inc.",1778755,020-25459,"347,050",C-AR,20200528
0001778787-19-000001,https://www.sec.gov/Archives/edgar/data/1778787/000177878719000001/formc.pdf,"Hidrent, Inc.",1778787,020-25445,"43,102",C,20190621
0001778787-19-000002,https://www.sec.gov/Archives/edgar/data/1778787/000177878719000002/formc.pdf,"Hidrent, Inc.",1778787,020-25445,"43,102",C/A,20190625
0001778787-19-000003,https://www.sec.gov/Archives/edgar/data/1778787/000177878719000003/formc.pdf,"Hidrent, Inc.",1778787,020-25445,"43,102",C/A,20190726
0001778787-20-000001,https://www.sec.gov/Archives/edgar/data/1778787/000177878720000001/formc-ar.pdf,"Hidrent, Inc.",1778787,020-25445,"43,102",C-AR,20200330
0001779032-19-000001,https://www.sec.gov/Archives/edgar/data/1779032/000177903219000001/ExhibitF.pdf,Salsa God LLC,1779032,020-25461,"318,046",C,20190628
0001779032-20-000002,https://www.sec.gov/Archives/edgar/data/1779032/000177903220000002/salsagodformcar.pdf,Salsa God LLC,1779032,020-25461,"318,046",C-AR,20200611
0001779118-19-000001,https://www.sec.gov/Archives/edgar/data/1779118/000177911819000001/formc.pdf,"Hoplite Power, Inc.",1779118,020-25499,"62,138",C,20190717
0001779118-19-000002,https://www.sec.gov/Archives/edgar/data/1779118/000177911819000002/formc.pdf,"Hoplite Power, Inc.",1779118,020-25499,"62,138",C/A,20190726
0001779118-19-000003,https://www.sec.gov/Archives/edgar/data/1779118/000177911819000003/formc.pdf,"Hoplite Power, Inc.",1779118,020-25499,"62,138",C/A,20190912
0001779281-19-000001,https://www.sec.gov/Archives/edgar/data/1779281/000177928119000001/breakrock-offermemo.pdf,BREAK ROCK BREWING LLC,1779281,020-25432,"76,200",C,20190613
0001779318-20-000002,https://www.sec.gov/Archives/edgar/data/1779318/000177931820000002/fleetingformc.pdf,"Fleeting,Inc.",1779318,020-26143,"1,070,000",C,20200224
0001779318-20-000003,https://www.sec.gov/Archives/edgar/data/1779318/000177931820000003/fleetingformca.pdf,"Fleeting,Inc.",1779318,020-26143,"1,070,000",C/A,20200325
0001779318-20-000004,https://www.sec.gov/Archives/edgar/data/1779318/000177931820000004/FLEETINGFORMCA.pdf,"Fleeting,Inc.",1779318,020-26143,"1,070,000",C/A,20200428
0001779318-20-000005,https://www.sec.gov/Archives/edgar/data/1779318/000177931820000005/fleetingformcar.pdf,"Fleeting,Inc.",1779318,020-26143,"1,070,000",C-AR,20200520
0001779569-19-000002,https://www.sec.gov/Archives/edgar/data/1779569/000177956919000002/convertiblenotesocialchains.pdf,"Social Chains, Inc",1779569,020-25458,102.100,C,20190627
0001779569-19-000003,https://www.sec.gov/Archives/edgar/data/1779569/000177956919000003/offeringstatementupd.pdf,"Social Chains, Inc",1779569,020-25458,102.100,C/A,20190715
0001779569-19-000004,https://www.sec.gov/Archives/edgar/data/1779569/000177956919000004/appendixnoteaccreditedinve.pdf,"Social Chains, Inc",1779569,020-25458,102.100,C/A,20191030
0001779579-19-000001,https://www.sec.gov/Archives/edgar/data/1779579/000177957919000001/formc.pdf,"Bestest, LLC",1779579,020-25456,"50,376",C,20190625
0001779579-19-000002,https://www.sec.gov/Archives/edgar/data/1779579/000177957919000002/formc.pdf,"Bestest, LLC",1779579,020-25456,"50,376",C/A,20190730
0001779579-19-000003,https://www.sec.gov/Archives/edgar/data/1779579/000177957919000003/formc.pdf,"Bestest, LLC",1779579,020-25456,"50,376",C/A,20190822
0001665160-19-000796,https://www.sec.gov/Archives/edgar/data/1780124/000166516019000796/offeringmemoformc.pdf,"Roy Jones Jr. Promotions, Inc.",1780124,020-25507,"107,230",C,20190718
0001665160-19-001025,https://www.sec.gov/Archives/edgar/data/1780124/000166516019001025/offeringmemoformc.pdf,"Roy Jones Jr. Promotions, Inc.",1780124,020-25507,"107,230",C/A,20191017
0001780124-20-000002,https://www.sec.gov/Archives/edgar/data/1780124/000178012420000002/formc-ar.pdf,Roy Jones Jr Promotions Inc,1780124,020-25507,"107,230",C-AR,20200615
0001780597-19-000001,https://www.sec.gov/Archives/edgar/data/1780597/000178059719000001/chai-offmemo.pdf,CHAI CURIOUS LLC,1780597,020-25457,"61,900",C,20190626
0001669191-19-000213,https://www.sec.gov/Archives/edgar/data/1780909/000166919119000213/otherfinancial.pdf,Guru.Club LLC,1780909,020-25482,"27,960",C,20190709
0001669191-19-000330,https://www.sec.gov/Archives/edgar/data/1780909/000166919119000330/otherfinancial.pdf,Guru.Club LLC,1780909,020-25482,"27,960",C/A,20190918
0001669191-19-000337,https://www.sec.gov/Archives/edgar/data/1780909/000166919119000337/otherfinancial.pdf,Guru.Club LLC,1780909,020-25482,"27,960",C/A,20190925
0001780909-20-000003,https://www.sec.gov/Archives/edgar/data/1780909/000178090920000003/guruclubannualreport2019.pdf,Guru.Club LLC,1780909,020-25482,"27,960",C-AR,20200507
0001781049-19-000001,https://www.sec.gov/Archives/edgar/data/1781049/000178104919000001/formcironbornpizza1.pdf,"Iron Born Pizza, LLC",1781049,020-25464,"107,000",C,20190628
0001781049-19-000003,https://www.sec.gov/Archives/edgar/data/1781049/000178104919000003/formcaironborn.pdf,"Iron Born, LLC",1781049,020-25464,"107,000",C/A,20190701
0001750337-20-000003,https://www.sec.gov/Archives/edgar/data/1781049/000175033720000003/annualreportironborn.pdf,"Iron Born, LLC",1781049,020-25464,"107,000",C-AR,20200430
0001665160-19-000960,https://www.sec.gov/Archives/edgar/data/1781106/000166516019000960/offeringmemoformc.pdf,"ChalkBites, Inc.",1781106,020-25673,"179,085.6",C,20190926
0001665160-20-000831,https://www.sec.gov/Archives/edgar/data/1781106/000166516020000831/form_car.pdf,"ChalkBites, Inc.",1781106,020-25673,"179,085.6",C-AR,20200617
0001665160-19-000838,https://www.sec.gov/Archives/edgar/data/1781169/000166516019000838/offeringmemoformc.pdf,"Aqua Vault, Inc.",1781169,020-25549,"1,070,000",C,20190808
0001665160-20-000752,https://www.sec.gov/Archives/edgar/data/1781169/000166516020000752/form_car.pdf,"Aqua Vault, Inc.",1781169,020-25549,"1,070,000",C-AR,20200609
0001781304-19-000001,https://www.sec.gov/Archives/edgar/data/1781304/000178130419000001/formcrp.pdf,Rolling Pepperoni LLC,1781304,020-25695,"46,750",C,20191003
0001781828-19-000001,https://www.sec.gov/Archives/edgar/data/1781828/000178182819000001/formckiin.pdf,"Selective Dining, Inc.",1781828,020-25531,"33,658",C,20190730
0001782075-19-000004,https://www.sec.gov/Archives/edgar/data/1782075/000178207519000004/welivvformc.pdf,WeLivv Inc.,1782075,020-25483,"1,070,000",C,20190712
0001782075-19-000006,https://www.sec.gov/Archives/edgar/data/1782075/000178207519000006/welivvformca.pdf,WeLivv Inc.,1782075,020-25483,"1,070,000",C/A,20190717
0001782075-19-000007,https://www.sec.gov/Archives/edgar/data/1782075/000178207519000007/welivvformca92419.pdf,WeLivv Inc.,1782075,020-25483,"1,070,000",C/A,20190924
0001782075-20-000001,https://www.sec.gov/Archives/edgar/data/1782075/000178207520000001/document_1.pdf,WeLivv Inc.,1782075,020-25483,"1,070,000",C-AR,20200612
0001782111-19-000001,https://www.sec.gov/Archives/edgar/data/1782111/000178211119000001/fomcglocleveland.pdf,"Glo Cleveland, Inc.",1782111,020-25485,"16,500",C,20190712
0001665160-19-000983,https://www.sec.gov/Archives/edgar/data/1782117/000166516019000983/offeringmemoformc.pdf,"Dapper Boi, Inc.",1782117,020-25720,"284,418",C,20191009
0001665160-19-000992,https://www.sec.gov/Archives/edgar/data/1782117/000166516019000992/offeringmemoformc.pdf,"Dapper Boi, Inc.",1782117,020-25720,"284,418",C/A,20191010
0001665160-20-000025,https://www.sec.gov/Archives/edgar/data/1782117/000166516020000025/offeringmemoformc.pdf,"Dapper Boi, Inc.",1782117,020-25720,"284,418",C/A,20200109
0001782188-19-000003,https://www.sec.gov/Archives/edgar/data/1782188/000178218819000003/doc3.pdf,"Memorial Trail Ice House, LLC",1782188,020-25558,"200,000",C,20190813
0001782188-20-000001,https://www.sec.gov/Archives/edgar/data/1782188/000178218820000001/mtihar.pdf,"Memorial Trail Ice House, LLC",1782188,020-25558,"200,000",C-AR,20200430
0001782650-19-000003,https://www.sec.gov/Archives/edgar/data/1782650/000178265019000003/formcprobikerun.pdf,"CE Communitas, LLC",1782650,020-25562,"24,150",C,20190815
0001782650-19-000004,https://www.sec.gov/Archives/edgar/data/1782650/000178265019000004/formcapbr.pdf,"CE Communitas, LLC",1782650,020-25562,"24,150",C/A,20190930
0001665160-19-000801,https://www.sec.gov/Archives/edgar/data/1782652/000166516019000801/offeringmemoformc.pdf,"GLOW Beverages, Inc.",1782652,020-25514,"100,111.01",C,20190719
0001665160-19-000804,https://www.sec.gov/Archives/edgar/data/1782652/000166516019000804/offeringmemoformc.pdf,"GLOW Beverages, Inc.",1782652,020-25514,"100,111.01",C/A,20190719
0001782749-19-000001,https://www.sec.gov/Archives/edgar/data/1782749/000178274919000001/formc.pdf,"Tallyfy, Inc.",1782749,020-25634,"309,010",C,20190912
0001782749-19-000003,https://www.sec.gov/Archives/edgar/data/1782749/000178274919000003/formca.pdf,"Tallyfy, Inc.",1782749,020-25634,"309,010",C/A,20191017
0001782749-20-000002,https://www.sec.gov/Archives/edgar/data/1782749/000178274920000002/tallyfyformcar2019.pdf,"Tallyfy, Inc.",1782749,020-25634,"309,010",C-AR,20200224
0001670254-19-000414,https://www.sec.gov/Archives/edgar/data/1782888/000167025419000414/document_9.pdf,Subverse Inc.,1782888,020-25511,"1,070,000.00",C,20190719
0001670254-20-000553,https://www.sec.gov/Archives/edgar/data/1782888/000167025420000553/document_9.pdf,Subverse Inc.,1782888,020-25511,"1,070,000.00",C-AR,20200622
0001783004-19-000001,https://www.sec.gov/Archives/edgar/data/1783004/000178300419000001/formcskyhifinal.pdf,"SkyHi Travel, Inc.",1783004,020-25792,"291,156",C,20191029
0001783004-20-000001,https://www.sec.gov/Archives/edgar/data/1783004/000178300420000001/formcaskyhiscrub.pdf,"SkyHi Travel, Inc.",1783004,020-25792,"291,156",C/A,20200108
0001783004-20-000005,https://www.sec.gov/Archives/edgar/data/1783004/000178300420000005/formcar2020.pdf,"SkyHi Travel, Inc.",1783004,020-25792,"291,156",C-AR,20200519
0001746059-19-000004,https://www.sec.gov/Archives/edgar/data/1783007/000174605919000004/merrimack-site.pdf,"Merrimack Ales, LLC",1783007,020-25518,"69,400",C,20190723
0001746059-19-000035,https://www.sec.gov/Archives/edgar/data/1783007/000174605919000035/merrimack_offmoca.pdf,"Merrimack Ales, LLC",1783007,020-25518,"69,400",C/A,20190923
0001783015-19-000001,https://www.sec.gov/Archives/edgar/data/1783015/000178301519000001/SRFinancials.pdf,Soar Robotics Inc.,1783015,020-25612,"1,070,000",C,20190905
0001783015-19-000002,https://www.sec.gov/Archives/edgar/data/1783015/000178301519000002/formcadec19.pdf,Soar Robotics Inc.,1783015,020-25612,"1,070,000",C/A,20191219
0001783015-19-000003,https://www.sec.gov/Archives/edgar/data/1783015/000178301519000003/formcadec192.pdf,Soar Robotics Inc.,1783015,020-25612,"1,070,000",C/A,20191219
0001783015-20-000003,https://www.sec.gov/Archives/edgar/data/1783015/000178301520000003/soarroboticscar.pdf,Soar Robotics Inc.,1783015,020-25612,"1,070,000",C-AR,20200429
0001783128-19-000001,https://www.sec.gov/Archives/edgar/data/1783128/000178312819000001/epilogformcsbs.pdf,EPILOG IMAGING SYSTEMS INC.,1783128,020-25678,"257,962",C,20190927
0001665160-20-000754,https://www.sec.gov/Archives/edgar/data/1783128/000166516020000754/form_car.pdf,"Epilog Imaging Systems, Inc.",1783128,020-25678,"257,962",C-AR,20200609
0001783268-19-000001,https://www.sec.gov/Archives/edgar/data/1783268/000178326819000001/formcsecondsem.pdf,"2nd Semester Consignment Shop, LLC",1783268,020-25593,"10,250",C,20190823
0001783347-19-000001,https://www.sec.gov/Archives/edgar/data/1783347/000178334719000001/formc.pdf,"Jetson AI, Inc.",1783347,020-25523,"1,070,000",C,20190726
